# DRAFT emoji-data.txt
# For details about the format and other information, see /../../../reports/tr51/index.html#Data_Files.
#
# Format
# Code ;	Default Style ;	Ordering ;	Annotations ;	Sources	# Version Char Name
#
U+1F1F1 U+1F1E7 ;	emoji ;	1176 ;	flag, lebanon, Lebanon ;	x 	# V6.0 (🇱🇧) flag for Lebanon
U+1F1F1 U+1F1F8 ;	emoji ;	1177 ;	flag, lesotho, Lesotho ;	x 	# V6.0 (🇱🇸) flag for Lesotho
U+1F1F1 U+1F1F7 ;	emoji ;	1178 ;	flag, liberia, Liberia ;	x 	# V6.0 (🇱🇷) flag for Liberia
U+1F1F1 U+1F1FE ;	emoji ;	1179 ;	arab, flag, libya, libyan, Libya ;	x 	# V6.0 (🇱🇾) flag for Libya
U+1F1F1 U+1F1EE ;	emoji ;	1180 ;	flag, liechtenstein, Liechtenstein ;	x 	# V6.0 (🇱🇮) flag for Liechtenstein
U+1F1F1 U+1F1F9 ;	emoji ;	1181 ;	flag, lithuania, Lithuania ;	x 	# V6.0 (🇱🇹) flag for Lithuania
U+1F1F1 U+1F1FA ;	emoji ;	1182 ;	flag, luxembourg, Luxembourg ;	x 	# V6.0 (🇱🇺) flag for Luxembourg
U+1F1F2 U+1F1F4 ;	emoji ;	1183 ;	administrative, china, flag, macao, macau, region, special, Macau ;	x 	# V6.0 (🇲🇴) flag for Macau
U+1F1F2 U+1F1F0 ;	emoji ;	1184 ;	flag, former, fyr, macedonia, rep., republic, Macedonia ;	x 	# V6.0 (🇲🇰) flag for Macedonia
U+1F1F2 U+1F1EC ;	emoji ;	1185 ;	flag, madagascar, Madagascar ;	x 	# V6.0 (🇲🇬) flag for Madagascar
U+1F1F2 U+1F1FC ;	emoji ;	1186 ;	flag, malawi, Malawi ;	x 	# V6.0 (🇲🇼) flag for Malawi
U+1F1F2 U+1F1FE ;	emoji ;	1187 ;	flag, malaysia, Malaysia ;	x 	# V6.0 (🇲🇾) flag for Malaysia
U+1F1F2 U+1F1FB ;	emoji ;	1188 ;	flag, maldives, Maldives ;	x 	# V6.0 (🇲🇻) flag for Maldives
U+1F1F2 U+1F1F1 ;	emoji ;	1189 ;	flag, mali, Mali ;	x 	# V6.0 (🇲🇱) flag for Mali
U+1F1F2 U+1F1F9 ;	emoji ;	1190 ;	flag, malta, Malta ;	x 	# V6.0 (🇲🇹) flag for Malta
U+1F1F2 U+1F1ED ;	emoji ;	1191 ;	flag, islands, marshall, Marshall Islands ;	x 	# V6.0 (🇲🇭) flag for Marshall Islands
U+1F1F2 U+1F1F6 ;	emoji ;	1192 ;	flag, martinique, Martinique ;	x 	# V6.0 (🇲🇶) flag for Martinique
U+1F1F2 U+1F1F7 ;	emoji ;	1193 ;	flag, mauritania, Mauritania ;	x 	# V6.0 (🇲🇷) flag for Mauritania
U+1F1F2 U+1F1FA ;	emoji ;	1194 ;	flag, mauritius, Mauritius ;	x 	# V6.0 (🇲🇺) flag for Mauritius
U+1F1FE U+1F1F9 ;	emoji ;	1195 ;	flag, mayotte, Mayotte ;	x 	# V6.0 (🇾🇹) flag for Mayotte
U+1F1F2 U+1F1FD ;	emoji ;	1196 ;	flag, mexico, Mexico ;	x 	# V6.0 (🇲🇽) flag for Mexico
U+1F1EB U+1F1F2 ;	emoji ;	1197 ;	fed., federated, flag, micronesia, Micronesia ;	x 	# V6.0 (🇫🇲) flag for Micronesia
U+1F1F2 U+1F1E9 ;	emoji ;	1198 ;	flag, moldova, republic, Moldova ;	x 	# V6.0 (🇲🇩) flag for Moldova
U+1F1F2 U+1F1E8 ;	emoji ;	1199 ;	flag, monaco, Monaco ;	x 	# V6.0 (🇲🇨) flag for Monaco
U+1F1F2 U+1F1F3 ;	emoji ;	1200 ;	flag, mongolia, Mongolia ;	x 	# V6.0 (🇲🇳) flag for Mongolia
U+1F1F2 U+1F1EA ;	emoji ;	1201 ;	flag, montenegro, Montenegro ;	x 	# V6.0 (🇲🇪) flag for Montenegro
U+1F1F2 U+1F1F8 ;	emoji ;	1202 ;	flag, montserrat, Montserrat ;	x 	# V6.0 (🇲🇸) flag for Montserrat
U+1F1F2 U+1F1E6 ;	emoji ;	1203 ;	flag, morocco, Morocco ;	x 	# V6.0 (🇲🇦) flag for Morocco
U+1F1F2 U+1F1FF ;	emoji ;	1204 ;	flag, mozambique, Mozambique ;	x 	# V6.0 (🇲🇿) flag for Mozambique
U+1F1F2 U+1F1F2 ;	emoji ;	1205 ;	burma, flag, myanmar, Myanmar  ;	x 	# V6.0 (🇲🇲) flag for Myanmar 
U+1F1F3 U+1F1E6 ;	emoji ;	1206 ;	flag, namibia, Namibia ;	x 	# V6.0 (🇳🇦) flag for Namibia
U+1F1F3 U+1F1F7 ;	emoji ;	1207 ;	flag, nauru, Nauru ;	x 	# V6.0 (🇳🇷) flag for Nauru
U+1F1F3 U+1F1F5 ;	emoji ;	1208 ;	flag, nepal, Nepal ;	x 	# V6.0 (🇳🇵) flag for Nepal
U+1F1F3 U+1F1F1 ;	emoji ;	1209 ;	flag, netherlands, Netherlands ;	x 	# V6.0 (🇳🇱) flag for Netherlands
U+1F1F3 U+1F1E8 ;	emoji ;	1210 ;	caledonia, flag, new, New Caledonia ;	x 	# V6.0 (🇳🇨) flag for New Caledonia
U+1F1F3 U+1F1FF ;	emoji ;	1211 ;	flag, new, zealand, New Zealand ;	x 	# V6.0 (🇳🇿) flag for New Zealand
U+1F1F3 U+1F1EE ;	emoji ;	1212 ;	flag, nicaragua, Nicaragua ;	x 	# V6.0 (🇳🇮) flag for Nicaragua
U+1F1F3 U+1F1EA ;	emoji ;	1213 ;	flag, niger, Niger ;	x 	# V6.0 (🇳🇪) flag for Niger
U+1F1F3 U+1F1EC ;	emoji ;	1214 ;	flag, nigeria, Nigeria ;	x 	# V6.0 (🇳🇬) flag for Nigeria
U+1F1F3 U+1F1FA ;	emoji ;	1215 ;	flag, niue, Niue ;	x 	# V6.0 (🇳🇺) flag for Niue
U+1F1F3 U+1F1EB ;	emoji ;	1216 ;	flag, island, norfolk, Norfolk Island ;	x 	# V6.0 (🇳🇫) flag for Norfolk Island
U+1F1F2 U+1F1F5 ;	emoji ;	1217 ;	flag, islands, mariana, northern, Northern Mariana Islands ;	x 	# V6.0 (🇲🇵) flag for Northern Mariana Islands
U+1F1F0 U+1F1F5 ;	emoji ;	1218 ;	dem., democratic, flag, korea, north, rep., republic, North Korea ;	x 	# V6.0 (🇰🇵) flag for North Korea
U+1F1F3 U+1F1F4 ;	emoji ;	1219 ;	flag, norway, Norway ;	x 	# V6.0 (🇳🇴) flag for Norway
U+1F1F4 U+1F1F2 ;	emoji ;	1220 ;	flag, oman, Oman ;	x 	# V6.0 (🇴🇲) flag for Oman
U+1F1F5 U+1F1F0 ;	emoji ;	1221 ;	flag, pakistan, Pakistan ;	x 	# V6.0 (🇵🇰) flag for Pakistan
U+1F1F5 U+1F1FC ;	emoji ;	1222 ;	flag, palau, Palau ;	x 	# V6.0 (🇵🇼) flag for Palau
U+1F1F5 U+1F1F8 ;	emoji ;	1223 ;	bank, flag, gaza, occupied, palestine, palestinian, strip, territories, territory, west, Palestinian Territories ;	x 	# V6.0 (🇵🇸) flag for Palestinian Territories
U+1F1F5 U+1F1E6 ;	emoji ;	1224 ;	flag, panama, Panama ;	x 	# V6.0 (🇵🇦) flag for Panama
U+1F1F5 U+1F1EC ;	emoji ;	1225 ;	flag, guinea, new, papua, Papua New Guinea ;	x 	# V6.0 (🇵🇬) flag for Papua New Guinea
U+1F1F5 U+1F1FE ;	emoji ;	1226 ;	flag, paraguay, Paraguay ;	x 	# V6.0 (🇵🇾) flag for Paraguay
U+1F1F5 U+1F1EA ;	emoji ;	1227 ;	flag, peru, Peru ;	x 	# V6.0 (🇵🇪) flag for Peru
U+1F1F5 U+1F1ED ;	emoji ;	1228 ;	flag, philippines, Philippines ;	x 	# V6.0 (🇵🇭) flag for Philippines
U+1F1F5 U+1F1F3 ;	emoji ;	1229 ;	flag, islands, pitcairn, Pitcairn Islands ;	x 	# V6.0 (🇵🇳) flag for Pitcairn Islands
U+1F1F5 U+1F1F1 ;	emoji ;	1230 ;	flag, poland, Poland ;	x 	# V6.0 (🇵🇱) flag for Poland
U+1F1F5 U+1F1F9 ;	emoji ;	1231 ;	flag, portugal, Portugal ;	x 	# V6.0 (🇵🇹) flag for Portugal
U+1F1F5 U+1F1F7 ;	emoji ;	1232 ;	flag, puerto, rico, Puerto Rico ;	x 	# V6.0 (🇵🇷) flag for Puerto Rico
U+1F1F6 U+1F1E6 ;	emoji ;	1233 ;	flag, qatar, Qatar ;	x 	# V6.0 (🇶🇦) flag for Qatar
U+1F1F7 U+1F1EA ;	emoji ;	1234 ;	flag, reunion, réunion, Réunion ;	x 	# V6.0 (🇷🇪) flag for Réunion
U+1F1F7 U+1F1F4 ;	emoji ;	1235 ;	flag, romania, Romania ;	x 	# V6.0 (🇷🇴) flag for Romania
U+1F1F7 U+1F1FA ;	emoji ;	1236 ;	federation, flag, russia, russian, Russia ;	j 	# V6.0 (🇷🇺) flag for Russia
U+1F1F7 U+1F1FC ;	emoji ;	1237 ;	flag, republic, rwanda, Rwanda ;	x 	# V6.0 (🇷🇼) flag for Rwanda
U+1F1FC U+1F1F8 ;	emoji ;	1238 ;	flag, samoa, Samoa ;	x 	# V6.0 (🇼🇸) flag for Samoa
U+1F1F8 U+1F1F2 ;	emoji ;	1239 ;	flag, marino, san, San Marino ;	x 	# V6.0 (🇸🇲) flag for San Marino
U+1F1F8 U+1F1F9 ;	emoji ;	1240 ;	flag, principe, príncipe, sao, são, tome, tomé, São Tomé & Príncipe ;	x 	# V6.0 (🇸🇹) flag for São Tomé & Príncipe
U+1F1F8 U+1F1E6 ;	emoji ;	1241 ;	arabia, flag, saudi, Saudi Arabia ;	x 	# V6.0 (🇸🇦) flag for Saudi Arabia
U+1F1F8 U+1F1F3 ;	emoji ;	1242 ;	flag, senegal, Senegal ;	x 	# V6.0 (🇸🇳) flag for Senegal
U+1F1F7 U+1F1F8 ;	emoji ;	1243 ;	flag, serbia, Serbia ;	x 	# V6.0 (🇷🇸) flag for Serbia
U+1F1F8 U+1F1E8 ;	emoji ;	1244 ;	flag, seychelles, Seychelles ;	x 	# V6.0 (🇸🇨) flag for Seychelles
U+1F1F8 U+1F1F1 ;	emoji ;	1245 ;	flag, leone, sierra, Sierra Leone ;	x 	# V6.0 (🇸🇱) flag for Sierra Leone
U+1F1F8 U+1F1EC ;	emoji ;	1246 ;	flag, singapore, Singapore ;	x 	# V6.0 (🇸🇬) flag for Singapore
U+1F1F8 U+1F1FD ;	emoji ;	1247 ;	dutch, flag, maarten, sint, Sint Maarten ;	x 	# V6.0 (🇸🇽) flag for Sint Maarten
U+1F1F8 U+1F1F0 ;	emoji ;	1248 ;	flag, republic, slovak, slovakia, Slovakia ;	x 	# V6.0 (🇸🇰) flag for Slovakia
U+1F1F8 U+1F1EE ;	emoji ;	1249 ;	flag, slovenia, Slovenia ;	x 	# V6.0 (🇸🇮) flag for Slovenia
U+1F1F8 U+1F1E7 ;	emoji ;	1250 ;	flag, islands, solomon, Solomon Islands ;	x 	# V6.0 (🇸🇧) flag for Solomon Islands
U+1F1F8 U+1F1F4 ;	emoji ;	1251 ;	flag, somalia, Somalia ;	x 	# V6.0 (🇸🇴) flag for Somalia
U+1F1FF U+1F1E6 ;	emoji ;	1252 ;	africa, flag, south, South Africa ;	x 	# V6.0 (🇿🇦) flag for South Africa
U+1F1EC U+1F1F8 ;	emoji ;	1253 ;	flag, georgia, islands, sandwich, south, South Georgia & South Sandwich Islands ;	x 	# V6.0 (🇬🇸) flag for South Georgia & South Sandwich Islands
U+1F1F0 U+1F1F7 ;	emoji ;	1254 ;	flag, korea, rep., republic, south, South Korea ;	j 	# V6.0 (🇰🇷) flag for South Korea
U+1F1F8 U+1F1F8 ;	emoji ;	1255 ;	flag, south, sudan, South Sudan ;	x 	# V6.0 (🇸🇸) flag for South Sudan
U+1F1EA U+1F1F8 ;	emoji ;	1256 ;	flag, spain, Spain ;	j 	# V6.0 (🇪🇸) flag for Spain
U+1F1F1 U+1F1F0 ;	emoji ;	1257 ;	flag, lanka, sri, Sri Lanka ;	x 	# V6.0 (🇱🇰) flag for Sri Lanka
U+1F1E7 U+1F1F1 ;	emoji ;	1258 ;	barthelemy, barthélemy, flag, saint, st., St. Barthélemy ;	x 	# V6.0 (🇧🇱) flag for St. Barthélemy
U+1F1F8 U+1F1ED ;	emoji ;	1259 ;	ascension, cunha, flag, helena, saint, st., tristan, St. Helena ;	x 	# V6.0 (🇸🇭) flag for St. Helena
U+1F1F0 U+1F1F3 ;	emoji ;	1260 ;	flag, kitts, nevis, saint, st., St. Kitts & Nevis ;	x 	# V6.0 (🇰🇳) flag for St. Kitts & Nevis
U+1F1F1 U+1F1E8 ;	emoji ;	1261 ;	flag, lucia, saint, st., St. Lucia ;	x 	# V6.0 (🇱🇨) flag for St. Lucia
U+1F1F2 U+1F1EB ;	emoji ;	1262 ;	flag, french, martin, saint, st., St. Martin ;	x 	# V6.0 (🇲🇫) flag for St. Martin
U+1F1F5 U+1F1F2 ;	emoji ;	1263 ;	flag, miquelon, pierre, saint, st., St. Pierre & Miquelon ;	x 	# V6.0 (🇵🇲) flag for St. Pierre & Miquelon
U+1F1FB U+1F1E8 ;	emoji ;	1264 ;	flag, grenadines, saint, st., vincent, St. Vincent & Grenadines ;	x 	# V6.0 (🇻🇨) flag for St. Vincent & Grenadines
U+1F1F8 U+1F1E9 ;	emoji ;	1265 ;	flag, sudan, Sudan ;	x 	# V6.0 (🇸🇩) flag for Sudan
U+1F1F8 U+1F1F7 ;	emoji ;	1266 ;	flag, suriname, Suriname ;	x 	# V6.0 (🇸🇷) flag for Suriname
U+1F1F8 U+1F1EF ;	emoji ;	1267 ;	flag, islands, jan, mayen, svalbard, Svalbard & Jan Mayen ;	x 	# V6.0 (🇸🇯) flag for Svalbard & Jan Mayen
U+1F1F8 U+1F1FF ;	emoji ;	1268 ;	flag, swaziland, Swaziland ;	x 	# V6.0 (🇸🇿) flag for Swaziland
U+1F1F8 U+1F1EA ;	emoji ;	1269 ;	flag, sweden, Sweden ;	x 	# V6.0 (🇸🇪) flag for Sweden
U+1F1E8 U+1F1ED ;	emoji ;	1270 ;	flag, switzerland, Switzerland ;	x 	# V6.0 (🇨🇭) flag for Switzerland
U+1F1F8 U+1F1FE ;	emoji ;	1271 ;	arab, flag, republic, syria, syrian, Syria ;	x 	# V6.0 (🇸🇾) flag for Syria
U+1F1F9 U+1F1FC ;	emoji ;	1272 ;	china, flag, province, taiwan, Taiwan ;	x 	# V6.0 (🇹🇼) flag for Taiwan
U+1F1F9 U+1F1EF ;	emoji ;	1273 ;	flag, tajikistan, Tajikistan ;	x 	# V6.0 (🇹🇯) flag for Tajikistan
U+1F1F9 U+1F1FF ;	emoji ;	1274 ;	flag, republic, tanzania, united, Tanzania ;	x 	# V6.0 (🇹🇿) flag for Tanzania
U+1F1F9 U+1F1ED ;	emoji ;	1275 ;	flag, thailand, Thailand ;	x 	# V6.0 (🇹🇭) flag for Thailand
U+1F1F9 U+1F1F1 ;	emoji ;	1276 ;	east, flag, leste, timor, Timor-Leste ;	x 	# V6.0 (🇹🇱) flag for Timor-Leste
U+1F1F9 U+1F1EC ;	emoji ;	1277 ;	flag, togo, Togo ;	x 	# V6.0 (🇹🇬) flag for Togo
U+1F1F9 U+1F1F0 ;	emoji ;	1278 ;	flag, tokelau, Tokelau ;	x 	# V6.0 (🇹🇰) flag for Tokelau
U+1F1F9 U+1F1F4 ;	emoji ;	1279 ;	flag, tonga, Tonga ;	x 	# V6.0 (🇹🇴) flag for Tonga
U+1F1F9 U+1F1F9 ;	emoji ;	1280 ;	flag, tobago, trinidad, Trinidad & Tobago ;	x 	# V6.0 (🇹🇹) flag for Trinidad & Tobago
U+1F1F9 U+1F1E6 ;	emoji ;	1281 ;	cunha, flag, tristan, Tristan da Cunha ;	x 	# V6.0 (🇹🇦) flag for Tristan da Cunha
U+1F1F9 U+1F1F3 ;	emoji ;	1282 ;	flag, tunisia, Tunisia ;	x 	# V6.0 (🇹🇳) flag for Tunisia
U+1F1F9 U+1F1F7 ;	emoji ;	1283 ;	flag, turkey, Turkey ;	x 	# V6.0 (🇹🇷) flag for Turkey
U+1F1F9 U+1F1F2 ;	emoji ;	1284 ;	flag, turkmenistan, Turkmenistan ;	x 	# V6.0 (🇹🇲) flag for Turkmenistan
U+1F1F9 U+1F1E8 ;	emoji ;	1285 ;	caicos, flag, islands, turks, Turks & Caicos Islands ;	x 	# V6.0 (🇹🇨) flag for Turks & Caicos Islands
U+1F1F9 U+1F1FB ;	emoji ;	1286 ;	flag, tuvalu, Tuvalu ;	x 	# V6.0 (🇹🇻) flag for Tuvalu
U+1F1FA U+1F1EC ;	emoji ;	1287 ;	flag, uganda, Uganda ;	x 	# V6.0 (🇺🇬) flag for Uganda
U+1F1FA U+1F1E6 ;	emoji ;	1288 ;	flag, ukraine, Ukraine ;	x 	# V6.0 (🇺🇦) flag for Ukraine
U+1F1E6 U+1F1EA ;	emoji ;	1289 ;	arab, emirates, flag, united, United Arab Emirates ;	x 	# V6.0 (🇦🇪) flag for United Arab Emirates
U+1F1EC U+1F1E7 ;	emoji ;	1290 ;	britain, cornwall, flag, great, ireland, kingdom, northern, scotland, united, wales, United Kingdom ;	j 	# V6.0 (🇬🇧) flag for United Kingdom
U+1F1FA U+1F1F8 ;	emoji ;	1291 ;	america, flag, u.s., u.s.a., united, us, usa, United States ;	j 	# V6.0 (🇺🇸) flag for United States
U+1F1FA U+1F1FE ;	emoji ;	1292 ;	flag, uruguay, Uruguay ;	x 	# V6.0 (🇺🇾) flag for Uruguay
U+1F1FA U+1F1F2 ;	emoji ;	1293 ;	flag, islands, outlying, u.s., united, U.S. Outlying Islands ;	x 	# V6.0 (🇺🇲) flag for U.S. Outlying Islands
U+1F1FB U+1F1EE ;	emoji ;	1294 ;	flag, islands, u.s., united, virgin, U.S. Virgin Islands ;	x 	# V6.0 (🇻🇮) flag for U.S. Virgin Islands
U+1F1FA U+1F1FF ;	emoji ;	1295 ;	flag, uzbekistan, Uzbekistan ;	x 	# V6.0 (🇺🇿) flag for Uzbekistan
U+1F1FB U+1F1FA ;	emoji ;	1296 ;	flag, vanuatu, Vanuatu ;	x 	# V6.0 (🇻🇺) flag for Vanuatu
U+1F1FB U+1F1E6 ;	emoji ;	1297 ;	city, flag, holy, see, vatican, Vatican City ;	x 	# V6.0 (🇻🇦) flag for Vatican City
U+1F1FB U+1F1EA ;	emoji ;	1298 ;	bolivarian, flag, republic, venezuela, Venezuela ;	x 	# V6.0 (🇻🇪) flag for Venezuela
U+1F1FB U+1F1F3 ;	emoji ;	1299 ;	flag, nam, viet, vietnam, Vietnam ;	x 	# V6.0 (🇻🇳) flag for Vietnam
U+1F1FC U+1F1EB ;	emoji ;	1300 ;	flag, futuna, islands, wallis, Wallis & Futuna ;	x 	# V6.0 (🇼🇫) flag for Wallis & Futuna
U+1F1EA U+1F1ED ;	emoji ;	1301 ;	flag, sahara, western, Western Sahara ;	x 	# V6.0 (🇪🇭) flag for Western Sahara
U+1F1FE U+1F1EA ;	emoji ;	1302 ;	flag, rep., yemen, Yemen ;	x 	# V6.0 (🇾🇪) flag for Yemen
U+1F1FF U+1F1F2 ;	emoji ;	1303 ;	flag, zambia, Zambia ;	x 	# V6.0 (🇿🇲) flag for Zambia
U+1F1FF U+1F1FC ;	emoji ;	1304 ;	flag, zimbabwe, Zimbabwe ;	x 	# V6.0 (🇿🇼) flag for Zimbabwe
U+2B06 ;	text ;	1305 ;	arrow ;	aj 	# V4.0 (⬆) upwards black arrow
U+2197 ;	text ;	1306 ;	arrow, northeast ;	j 	# V1.1 (↗) north east arrow
U+27A1 ;	text ;	1307 ;	arrow ;	zaj 	# V1.1 (➡) black rightwards arrow
U+2198 ;	text ;	1308 ;	arrow, southeast ;	j 	# V1.1 (↘) south east arrow
U+2B07 ;	text ;	1309 ;	arrow, down ;	aj 	# V4.0 (⬇) downwards black arrow
U+2199 ;	text ;	1310 ;	arrow, southwest ;	j 	# V1.1 (↙) south west arrow
U+2B05 ;	text ;	1311 ;	arrow ;	aj 	# V4.0 (⬅) leftwards black arrow
U+2196 ;	text ;	1312 ;	arrow, northwest ;	j 	# V1.1 (↖) north west arrow
U+2195 ;	text ;	1313 ;	arrow ;	zj 	# V1.1 (↕) up down arrow
U+2194 ;	text ;	1314 ;	arrow ;	zj 	# V1.1 (↔) left right arrow
U+21A9 ;	text ;	1315 ;	arrow ;	j 	# V1.1 (↩) leftwards arrow with hook
U+21AA ;	text ;	1316 ;	arrow ;	j 	# V1.1 (↪) rightwards arrow with hook
U+2934 ;	text ;	1317 ;	arrow ;	j 	# V3.2 (⤴) arrow pointing rightwards then curving upwards
U+2935 ;	text ;	1318 ;	arrow, down ;	j 	# V3.2 (⤵) arrow pointing rightwards then curving downwards
U+1F503 ;	emoji ;	1319 ;	arrow, clockwise, reload ;	j 	# V6.0 (🔃) clockwise downwards and upwards open circle arrows
U+1F504 ;	emoji ;	1320 ;	anticlockwise, arrow, clockwise ;	x 	# V6.0 (🔄) anticlockwise downwards and upwards open circle arrows
U+1F5D8 ;	emoji ;	1321 ;	arrow, clockwise ;	w 	# V7.0 (🗘) clockwise right and left semicircle arrows
U+1F519 ;	emoji ;	1322 ;	above, arrow, back ;	j 	# V6.0 (🔙) back with leftwards arrow above
U+1F51A ;	emoji ;	1323 ;	above, arrow, end ;	j 	# V6.0 (🔚) end with leftwards arrow above
U+1F51B ;	emoji ;	1324 ;	above, arrow, mark, on ;	j 	# V6.0 (🔛) on with exclamation mark with left right arrow above
U+1F51C ;	emoji ;	1325 ;	above, arrow, soon ;	j 	# V6.0 (🔜) soon with rightwards arrow above
U+1F51D ;	emoji ;	1326 ;	above, arrow, top, up ;	j 	# V6.0 (🔝) top with upwards arrow above
U+1F549 ;	emoji ;	1327 ;	hindu, om, religion ;	w 	# V7.0 (🕉) om symbol
U+2721 ;	text ;	1328 ;	david, jew, jewish, religion, star ;	w 	# V1.1 (✡) star of david
U+2638 ;	text ;	1329 ;	buddhist, dharma, object, religion, wheel ;	w 	# V1.1 (☸) wheel of dharma
U+262F ;	text ;	1330 ;	religion, sign, tao, taoist, yang, yin ;	w 	# V1.1 (☯) yin yang
U+271D ;	text ;	1331 ;	christian, cross, religion ;	w 	# V1.1 (✝) latin cross
U+2626 ;	text ;	1332 ;	christian, cross, religion ;	x 	# V1.1 (☦) orthodox cross
U+26E9 ;	text ;	1333 ;	religion, shinto, shrine ;	a 	# V5.2 (⛩) shinto shrine
U+262A ;	text ;	1334 ;	islam, muslim, religion ;	w 	# V1.1 (☪) star and crescent
U+262E ;	text ;	1335 ;	peace, sign ;	x 	# V1.1 (☮) peace symbol
U+2622 ;	text ;	1336 ;	radioactive, sign ;	x 	# V1.1 (☢) radioactive sign
U+2623 ;	text ;	1337 ;	biohazard, sign ;	x 	# V1.1 (☣) biohazard sign
U+267E ;	text ;	1338 ;	paper, permanent, sign ;	x 	# V4.1 (♾) permanent paper sign
U+2672 ;	text ;	1339 ;	recycle, recycling, sign, universal ;	x 	# V3.2 (♲) universal recycling symbol
U+267B ;	text ;	1340 ;	recycle, recycling, solid, travel, universal ;	j 	# V3.2 (♻) black universal recycling symbol
U+26A1 ;	emoji ;	1341 ;	danger, electric, electricity, high, nature, travel, voltage, zap ;	aj 	# V4.0 (⚡) high voltage sign
U+2B50 ;	emoji ;	1342 ;	nature, star ;	j 	# V5.1 (⭐) white medium star
U+2B55 ;	emoji ;	1343 ;	circle, o, travel ;	j 	# V5.2 (⭕) heavy large circle
U+2705 ;	emoji ;	1344 ;	check, mark, sign ;	j 	# V6.0 (✅) white heavy check mark
U+2611 ;	text ;	1345 ;	ballot, box, check, sign ;	jw 	# V1.1 (☑) ballot box with check
U+2714 ;	text ;	1346 ;	check, mark, sign ;	zjw 	# V1.1 (✔) heavy check mark
U+2715 ;	text ;	1347 ;	cancel, multiplication, multiply, sign, x ;	z 	# V1.1 (✕) multiplication x
U+2716 ;	text ;	1348 ;	cancel, multiplication, multiply, sign, x ;	zj 	# V1.1 (✖) heavy multiplication x
U+2717 ;	text ;	1349 ;	ballot, sign ;	z 	# V1.1 (✗) ballot x
U+2718 ;	text ;	1350 ;	ballot, sign ;	z 	# V1.1 (✘) heavy ballot x
U+1F5D9 ;	emoji ;	1351 ;	cancel, multiplication, multiply, sign, x ;	w 	# V7.0 (🗙) cancellation x
U+274C ;	emoji ;	1352 ;	cancel, mark, multiplication, multiply, sign, x ;	j 	# V6.0 (❌) cross mark
U+274E ;	emoji ;	1353 ;	mark, sign, square ;	j 	# V6.0 (❎) negative squared cross mark
U+2612 ;	text ;	1354 ;	ballot, box, sign ;	w 	# V1.1 (☒) ballot box with x
U+2795 ;	emoji ;	1355 ;	plus, sign ;	j 	# V6.0 (➕) heavy plus sign
U+2796 ;	emoji ;	1356 ;	minus, sign ;	j 	# V6.0 (➖) heavy minus sign
U+2797 ;	emoji ;	1357 ;	division, sign ;	j 	# V6.0 (➗) heavy division sign
U+27B0 ;	emoji ;	1358 ;	cur, loop, sign ;	j 	# V6.0 (➰) curly loop
U+27BF ;	emoji ;	1359 ;	cur, double, loop, sign ;	x 	# V6.0 (➿) double curly loop
U+303D ;	text ;	1360 ;	mark, part, sign ;	j 	# V3.2 (〽) part alternation mark
U+2733 ;	text ;	1361 ;	asterisk, sign ;	zj 	# V1.1 (✳) eight spoked asterisk
U+2734 ;	text ;	1362 ;	sign, star ;	zj 	# V1.1 (✴) eight pointed black star
U+2747 ;	text ;	1363 ;	sign, sparkle, sparkler ;	zj 	# V1.1 (❇) sparkle
U+25AA ;	text ;	1364 ;	geometric, sign, square ;	jw 	# V1.1 (▪) black small square
U+25AB ;	text ;	1365 ;	geometric, sign, square ;	j 	# V1.1 (▫) white small square
U+25FB ;	text ;	1366 ;	geometric, sign, square ;	j 	# V3.2 (◻) white medium square
U+25FC ;	text ;	1367 ;	geometric, sign, square ;	jw 	# V3.2 (◼) black medium square
U+25FD ;	emoji ;	1368 ;	geometric, sign, square ;	j 	# V3.2 (◽) white medium small square
U+25FE ;	emoji ;	1369 ;	geometric, sign, square ;	jw 	# V3.2 (◾) black medium small square
U+2610 ;	text ;	1370 ;	ballot, box, geometric, sign ;	x 	# V1.1 (☐) ballot box
U+25EA ;	text ;	1371 ;	black, square, white ;	x 	# V7.0 (◪) square with lower right diagonal half black
U+2B1B ;	emoji ;	1372 ;	geometric, sign, square ;	ajw 	# V5.1 (⬛) black large square
U+2B1C ;	emoji ;	1373 ;	geometric, sign, square ;	jw 	# V5.1 (⬜) white large square
U+1F536 ;	emoji ;	1374 ;	diamond, geometric, orange, sign ;	j 	# V6.0 (🔶) large orange diamond
U+1F537 ;	emoji ;	1375 ;	blue, diamond, geometric, sign ;	j 	# V6.0 (🔷) large blue diamond
U+1F538 ;	emoji ;	1376 ;	diamond, geometric, orange, sign ;	j 	# V6.0 (🔸) small orange diamond
U+1F539 ;	emoji ;	1377 ;	blue, diamond, geometric, sign ;	j 	# V6.0 (🔹) small blue diamond
U+1F53A ;	emoji ;	1378 ;	geometric, red, sign ;	j 	# V6.0 (🔺) up-pointing red triangle
U+1F53B ;	emoji ;	1379 ;	down, geometric, red, sign ;	j 	# V6.0 (🔻) down-pointing red triangle
U+1F4A0 ;	emoji ;	1380 ;	comic, diamond, emotion, geometric, inside, sign ;	j 	# V6.0 (💠) diamond shape with a dot inside
U+1F518 ;	emoji ;	1381 ;	button, geometric, radio, sign ;	j 	# V6.0 (🔘) radio button
U+1F532 ;	emoji ;	1382 ;	button, geometric, sign, square ;	j 	# V6.0 (🔲) black square button
